Tarih,PM10,PM2.5,SO2,NO2,NOX,NO
2024-01-16 12:00:56,"5,14","4,57","1,06","33,82","40,60","6,78"
2024-01-16 13:00:56,"6,04","4,06","0,90","39,76","47,02","7,27"
2024-01-16 14:00:56,"9,23","3,63","1,05","45,26","55,59","10,33"
2024-01-16 15:00:56,"10,99","3,60","1,23","71,54","111,62","40,08"
2024-01-16 16:00:56,"15,60","7,18","1,23","63,03","87,40","24,37"
2024-01-16 17:00:56,"16,33","9,38","1,53","70,00","109,43","39,43"
2024-01-16 18:00:56,"20,01","15,87","1,48","71,79","137,17","65,38"
2024-01-16 19:00:56,"30,30","13,35","1,62","75,73","148,96","73,22"
2024-01-16 20:00:56,"27,96","12,33","1,55","72,80","138,56","65,76"
2024-01-16 21:00:56,"18,13","12,17","1,45","71,53","99,09","27,56"
2024-01-16 22:00:56,"10,68","10,07","1,37","69,67","113,62","43,95"
2024-01-16 23:00:56,"15,85","10,65","1,31","62,85","144,81","81,96"
2024-01-17 00:00:56,"16,73","16,59","1,68","58,45","212,02","153,57"
2024-01-17 01:00:56,"29,05","10,87","1,46","63,81","156,09","92,28"
2024-01-17 02:00:56,"28,42","14,25","1,71","59,10","137,42","78,32"
2024-01-17 03:00:56,"30,28","13,55","1,47","55,93","140,51","84,57"
2024-01-17 04:00:56,"24,91","9,37","1,35","53,45","133,48","80,02"
2024-01-17 05:00:56,"14,93","8,04","1,24","52,62","98,54","45,92"
2024-01-17 06:00:56,"19,80","16,22","1,07","46,21","64,96","18,75"
2024-01-17 07:00:56,"19,24","17,31","0,96","50,72","60,62","9,90"
2024-01-17 08:00:56,"19,46","14,99","1,16","48,50","152,61","104,12"
2024-01-17 09:00:56,"21,84","18,95","1,49","50,65","173,99","123,34"
2024-01-17 10:00:56,"22,93","15,23","1,97","51,65","173,92","122,27"
2024-01-17 11:00:56,"26,03","17,13","2,76","60,04","192,67","132,64"
2024-01-17 12:00:56,"36,32","30,03","3,19","62,83","151,10","88,26"
2024-01-17 13:00:56,"34,65","24,92","4,06","47,20","83,58","36,38"
2024-01-17 14:00:56,"28,08","14,79","4,24","39,22","60,13","20,90"
2024-01-17 15:00:56,"19,40","10,40","3,84","35,47","50,22","14,75"
2024-01-17 16:00:56,"11,40","8,65","3,95","33,99","46,93","12,93"
2024-01-17 17:00:56,"7,69","6,83","2,91","34,26","43,50","9,24"
2024-01-17 18:00:56,"21,01","13,86","2,89","59,96","81,72","21,76"
2024-01-17 19:00:56,"35,94","20,31","2,81","79,95","162,05","82,10"
2024-01-17 20:00:56,"71,37","27,27","3,21","71,72","286,40","214,69"
2024-01-17 21:00:56,"93,12","48,59","3,60","65,56","396,44","330,88"
2024-01-17 22:00:56,"102,44","55,24","4,16","61,04","403,46","342,42"
2024-01-17 23:00:56,"106,08","48,97","4,78","51,27","506,22","454,95"
2024-01-18 00:00:56,"96,83","58,75","4,21","61,75","383,55","321,79"
2024-01-18 01:00:56,"85,13","59,97","4,07","60,70","299,80","239,10"
2024-01-18 02:00:56,"71,20","56,46","3,81","52,32","344,55","292,23"
2024-01-18 03:00:56,"78,91","52,83","3,01","41,37","299,43","258,06"
2024-01-18 04:00:56,"83,93","47,52","3,35","41,98","307,70","265,71"
2024-01-18 05:00:56,"58,86","40,01","2,60","45,71","233,49","187,78"
2024-01-18 06:00:56,"51,08","41,82","2,36","47,16","137,95","90,79"
2024-01-18 07:00:56,"52,95","41,64","1,93","43,36","168,62","125,25"
2024-01-18 08:00:56,"56,71","42,79","2,07","38,11","278,49","240,38"
2024-01-18 09:00:56,"66,02","45,39","3,13","40,50","505,38","464,89"
2024-01-18 10:00:56,"56,02","36,33","4,13","47,82","634,56","586,75"
2024-01-18 11:00:56,"75,59","51,52","6,06","61,02","739,44","678,42"
2024-01-18 12:00:56,"101,66","78,03","5,63","79,02","424,32","345,30"
2024-01-18 13:00:56,"73,37","67,78","5,23","70,79","143,37","72,58"
2024-01-18 14:00:56,"44,61","43,22","4,31","74,99","168,15","93,15"
2024-01-18 15:00:56,"51,65","32,59","3,37","79,93","188,92","108,98"
2024-01-18 16:00:56,"65,25","43,58","3,28","79,63","182,15","102,52"
2024-01-18 17:00:56,"47,93","37,38","3,46","81,43","160,03","78,60"
2024-01-18 18:00:56,"46,16","33,33","3,34","85,93","155,59","69,66"
2024-01-18 19:00:56,"62,02","33,99","2,52","80,50","125,17","44,67"
2024-01-18 20:00:56,"47,19","23,85","2,36","74,72","106,77","32,06"
2024-01-18 21:00:56,"38,10","14,47","1,92","77,18","128,44","51,26"
2024-01-18 22:00:56,"38,95","14,48","1,72","67,47","98,85","31,38"
2024-01-18 23:00:56,"26,86","11,94","1,78","59,52","71,25","11,73"
2024-01-19 00:00:56,"21,46","7,91","1,62","49,12","62,10","12,98"
2024-01-19 01:00:56,"17,70","6,69","1,58","66,02","90,62","24,60"
2024-01-19 02:00:56,"12,32","7,87","1,47","61,98","74,94","12,96"
2024-01-19 03:00:56,"9,08","7,21","1,47","57,44","73,09","15,65"
2024-01-19 04:00:56,"13,73","6,37","1,25","46,10","49,82","3,72"
2024-01-19 05:00:56,"14,68","5,43","1,23","33,96","37,71","3,75"
2024-01-19 06:00:56,"11,97","4,12","1,09","47,12","53,05","5,93"
2024-01-19 07:00:56,"9,54","5,33","1,03","50,20","55,00","4,80"
2024-01-19 08:00:56,"7,85","6,41","1,58","64,35","112,96","48,60"
2024-01-19 09:00:56,"8,76","5,07","2,84","66,87","247,10","180,23"
2024-01-19 10:00:56,"17,25","11,22","3,33","63,60","263,42","199,82"
2024-01-19 11:00:56,"25,53","12,59","2,54","67,39","135,02","67,63"
2024-01-19 12:00:56,"18,63","9,58","3,12","69,47","128,03","58,56"
2024-01-19 13:00:56,"13,20","11,32","2,73","67,07","125,68","58,61"
2024-01-19 14:00:56,"19,46","7,20","2,81","52,97","75,12","22,15"
2024-01-19 15:00:56,"15,57","8,47","2,74","39,43","50,36","10,92"
2024-01-19 16:00:56,"12,33","8,36","2,63","30,85","39,13","8,28"
2024-01-19 17:00:56,"11,93","9,40","2,31","45,23","58,36","13,13"
2024-01-19 18:00:56,"25,03","8,77","1,85","43,47","51,08","7,61"
2024-01-19 19:00:56,"36,01","5,62","1,52","70,70","103,16","32,46"
2024-01-19 20:00:56,"27,11","9,36","1,43","86,99","175,12","88,13"
2024-01-19 21:00:56,"18,65","10,36","1,14","79,83","151,90","72,08"
2024-01-19 22:00:56,"18,50","10,89","1,64","77,40","190,70","113,30"
2024-01-19 23:00:56,"16,24","15,55","1,58","74,13","190,63","116,50"
2024-01-20 00:00:56,"19,96","12,32","1,51","74,00","128,87","54,88"
2024-01-20 01:00:56,"17,85","13,29","1,60","72,80","124,64","51,83"
2024-01-20 02:00:56,"13,76","11,82","1,14","69,42","89,63","20,21"
2024-01-20 03:00:56,"12,24","10,32","1,23","70,80","98,88","28,07"
2024-01-20 04:00:56,"10,54","8,98","0,91","64,80","71,72","6,91"
2024-01-20 05:00:56,"10,27","5,80","1,01","63,04","96,87","33,83"
2024-01-20 06:00:56,"9,71","8,10","1,14","65,20","158,04","92,84"
2024-01-20 07:00:56,"11,05","10,54","1,04","64,38","141,94","77,55"
2024-01-20 08:00:56,"10,17","7,78","1,73","55,82","245,02","189,20"
2024-01-20 09:00:56,"17,72","6,84","2,02","49,62","313,06","263,44"
2024-01-20 10:00:56,"21,48","8,17","2,85","46,65","399,92","353,27"
2024-01-20 11:00:56,"26,70","9,70","3,78","53,73","532,19","478,46"
2024-01-20 12:00:56,"39,46","24,15","3,61","74,62","406,69","332,08"
2024-01-20 13:00:56,"42,41","26,99","3,15","68,56","129,08","60,52"
2024-01-20 14:00:56,"34,20","29,25","2,80","75,52","147,72","72,20"
2024-01-20 15:00:56,"31,16","25,22","1,60","68,92","123,66","54,74"
2024-01-20 16:00:56,"33,55","23,66","1,81","72,02","120,72","48,71"
2024-01-20 17:00:56,"53,77","21,38","1,79","76,81","134,32","57,51"
2024-01-20 18:00:56,"44,31","32,14","1,71","73,73","116,77","43,04"
2024-01-20 19:00:56,"36,25","33,41","2,03","71,83","189,35","117,52"
2024-01-20 20:00:56,"39,91","39,32","2,71","59,23","386,95","327,73"
2024-01-20 21:00:56,"64,31","52,80","2,33","67,98","214,22","146,23"
2024-01-20 22:00:56,"73,22","64,55","2,84","66,00","185,75","119,75"
2024-01-20 23:00:56,"56,48","52,43","2,50","62,53","243,41","180,89"
2024-01-21 00:00:56,"43,90","33,58","1,89","66,58","180,33","113,75"
2024-01-21 01:00:56,"35,31","20,02","1,78","66,31","129,88","63,57"
2024-01-21 02:00:56,"26,87","14,85","1,37","60,98","88,81","27,84"
2024-01-21 03:00:56,"21,01","11,38","1,05","53,26","61,41","8,15"
2024-01-21 04:00:56,"14,95","10,76","0,83","45,95","50,10","4,15"
2024-01-21 05:00:56,"15,94","9,29","0,72","29,78","33,28","3,50"
2024-01-21 06:00:56,"15,77","10,72","0,53","11,45","12,42","0,97"
2024-01-21 07:00:56,"10,93","10,13","0,48","23,40","24,28","0,88"
2024-01-21 08:00:56,"9,79","6,99","0,33","10,16","10,52","0,36"
2024-01-21 09:00:56,"12,25","5,71","0,27","15,74","16,63","0,89"
2024-01-21 10:00:56,"8,74","5,33","0,34","27,30","30,11","2,81"
2024-01-21 11:00:56,"21,98","6,79","0,33","20,09","22,38","2,29"
2024-01-21 12:00:56,"21,75","6,60","0,63","24,90","29,12","4,22"
2024-01-21 13:00:56,"12,71","5,70","0,65","24,31","26,28","1,97"
2024-01-21 14:00:56,"9,33","4,98","0,73","23,74","28,04","4,31"
2024-01-21 15:00:56,"19,92","4,67","0,73","24,82","30,37","5,55"
2024-01-21 16:00:56,"18,03","4,60","0,65","24,41","28,16","3,75"
2024-01-21 17:00:56,"12,63","4,08","0,60","32,38","41,50","9,13"
2024-01-21 18:00:56,"9,48","3,52","0,66","29,80","32,81","3,00"
2024-01-21 19:00:56,"7,96","2,83","0,60","29,60","30,96","1,36"
2024-01-21 20:00:56,"10,43","2,56","0,55","35,29","36,95","1,66"
2024-01-21 21:00:56,"10,64","2,83","0,59","27,92","28,93","1,01"
2024-01-21 22:00:56,"7,18","3,68","0,51","32,35","35,33","2,98"
2024-01-21 23:00:56,"17,74","3,84","0,55","31,80","33,49","1,68"
2024-01-22 00:00:56,"16,38","4,58","0,54","22,46","24,57","2,11"
2024-01-22 01:00:56,"12,20","5,03","0,47","18,65","20,85","2,20"
2024-01-22 02:00:56,"10,46","4,26","0,45","13,32","14,20","0,88"
2024-01-22 03:00:56,"12,20","4,10","0,33","11,84","12,49","0,65"
2024-01-22 04:00:56,"11,06","3,89","0,28","11,93","12,68","0,75"
2024-01-22 05:00:56,"9,02","3,85","0,29","10,04","10,55","0,51"
2024-01-22 06:00:56,"7,08","3,44","0,36","9,86","10,25","0,38"
2024-01-22 07:00:56,"5,25","3,16","0,32","13,24","14,23","0,99"
2024-01-22 08:00:56,"7,69","5,11","0,39","22,58","23,08","0,50"
2024-01-22 09:00:56,"7,51","5,17","0,37","28,87","30,99","2,12"
2024-01-22 10:00:56,"7,84","3,86","0,49","21,78","24,26","2,47"
2024-01-22 11:00:56,"6,06","3,53","0,58","17,12","19,93","2,81"
2024-01-22 12:00:56,"4,17","2,80","0,77","14,33","17,17","2,84"
2024-01-22 13:00:56,"6,30","2,91","0,90","13,77","16,56","2,79"
2024-01-22 14:00:56,"20,93","3,65","0,98","11,75","14,11","2,36"
2024-01-22 15:00:56,"19,57","2,72","1,01","13,79","16,68","2,89"
2024-01-22 16:00:56,"12,45","2,32","1,13","15,03","17,77","2,75"
2024-01-22 17:00:56,"11,87","3,08","1,08","16,16","17,84","1,68"
2024-01-22 18:00:56,"20,46","5,96","0,99","24,22","26,35","2,13"
2024-01-22 19:00:56,"23,79","11,79","0,85","43,61","48,34","4,73"
2024-01-22 20:00:56,"21,63","10,71","0,72","55,94","62,91","6,97"
2024-01-22 21:00:56,"22,35","6,15","0,76","49,59","53,27","3,67"
2024-01-22 22:00:56,"20,55","4,84","0,76","42,61","45,65","3,04"
2024-01-22 23:00:56,"14,43","4,14","0,89","35,65","38,02","2,37"
2024-01-23 00:00:56,"17,05","3,17","0,80","32,82","34,32","1,50"
2024-01-23 01:00:56,"15,13","2,48","0,68","32,18","33,55","1,37"
2024-01-23 02:00:56,"10,77","3,04","0,69","24,67","25,71","1,04"
2024-01-23 03:00:56,"8,21","3,62","0,62","24,48","25,28","0,79"
2024-01-23 04:00:56,"6,99","3,80","0,64","19,50","20,25","0,74"
2024-01-23 05:00:56,"6,21","3,67","0,55","18,20","19,26","1,06"
2024-01-23 06:00:56,"3,93","2,85","0,51","20,55","21,46","0,91"
2024-01-23 07:00:56,"6,16","2,43","0,41","19,57","20,24","0,67"
2024-01-23 08:00:56,"9,93","2,60","0,58","51,52","55,39","3,87"
2024-01-23 09:00:56,"11,51","2,67","0,51","46,74","52,29","5,56"
2024-01-23 10:00:56,"7,74","2,57","0,89","44,75","56,61","11,86"
2024-01-23 11:00:56,"8,33","1,77","0,84","24,66","30,32","5,65"
2024-01-23 12:00:56,"8,26","0,89","1,13","20,39","25,53","5,14"
2024-01-23 13:00:56,"6,52","0,78","1,13","17,02","26,26","9,24"
2024-01-23 14:00:56,"4,66","1,49","1,26","17,47","27,07","9,59"
2024-01-23 15:00:56,"3,87","1,80","1,27","20,22","30,67","10,44"
2024-01-23 16:00:56,"6,55","2,71","1,54","24,98","36,86","11,88"
2024-01-23 17:00:56,"7,84","7,42","1,36","30,71","40,26","9,55"
2024-01-23 18:00:56,"21,54","9,39","1,44","44,06","52,66","8,60"
2024-01-23 19:00:56,"37,28","16,06","1,99","63,87","78,16","14,29"
2024-01-23 20:00:56,"34,68","19,33","1,37","83,07","114,17","31,09"
2024-01-23 21:00:56,"24,57","13,17","1,89","81,13","107,21","26,08"
2024-01-23 22:00:56,"28,17","8,26","1,33","82,62","119,29","36,67"
2024-01-23 23:00:56,"29,78","10,77","1,13","78,66","112,40","33,74"
2024-01-24 00:00:56,"22,33","10,72","1,32","77,92","125,93","48,01"
2024-01-24 01:00:56,"34,22","9,97","1,17","70,76","135,02","64,26"
2024-01-24 02:00:56,"29,42","17,88","1,36","69,88","104,38","34,50"
2024-01-24 03:00:56,"25,47","23,63","1,16","65,14","81,50","16,35"
2024-01-24 04:00:56,"27,43","18,54","1,15","65,18","76,09","10,90"
2024-01-24 05:00:56,"28,45","17,08","0,98","63,24","76,75","13,51"
2024-01-24 06:00:56,"22,82","16,90","0,89","64,09","83,53","19,45"
2024-01-24 07:00:56,"19,87","12,23","1,20","59,17","115,65","56,48"
2024-01-24 08:00:56,"26,86","10,19","1,52","58,88","184,18","125,30"
2024-01-24 09:00:56,"35,08","14,03","1,98","56,24","258,57","202,34"
2024-01-24 10:00:56,"35,78","25,93","2,80","56,18","269,59","213,42"
2024-01-24 11:00:56,"29,08","25,88","2,41","45,56","80,41","34,84"
2024-01-24 12:00:56,"27,28","16,62","3,06","49,20","80,18","30,98"
2024-01-24 13:00:56,"33,17","27,16","2,28","31,94","47,85","15,91"
2024-01-24 14:00:56,"31,67","21,77","2,12","19,94","32,29","12,34"
2024-01-24 15:00:56,"21,87","18,68","1,72","21,06","31,91","10,86"
2024-01-24 16:00:56,"20,43","10,60","1,45","27,97","39,64","11,66"
2024-01-24 17:00:56,"16,56","14,35","1,13","31,62","42,14","10,52"
2024-01-24 18:00:56,"30,36","15,87","1,35","41,51","51,32","9,81"
2024-01-24 19:00:56,"33,69","17,69","1,07","63,85","77,17","13,32"
2024-01-24 20:00:56,"25,76","14,54","1,50","69,71","88,51","18,80"
2024-01-24 21:00:56,"39,08","13,96","1,72","62,88","75,30","12,43"
2024-01-24 22:00:56,"36,94","10,72","1,67","73,18","84,90","11,73"
2024-01-24 23:00:56,"31,21","14,41","1,94","78,10","151,57","73,47"
2024-01-25 00:00:56,"23,27","15,78","1,72","76,13","188,88","112,75"
2024-01-25 01:00:56,"31,67","15,13","1,80","72,76","203,33","130,57"
2024-01-25 02:00:56,"39,83","17,04","1,64","75,98","124,47","48,48"
2024-01-25 03:00:56,"28,07","18,00","1,64","71,15","120,42","49,26"
2024-01-25 04:00:56,"26,69","24,63","1,83","65,53","156,17","90,64"
2024-01-25 05:00:56,"44,32","32,84","1,70","60,74","176,29","115,55"
2024-01-25 06:00:56,"48,85","26,56","2,16","63,53","170,93","107,41"
2024-01-25 07:00:56,"49,13","15,17","2,07","62,37","154,60","92,23"
2024-01-25 08:00:56,"60,45","25,11","2,22","67,22","165,90","98,68"
2024-01-25 09:00:56,"46,95","25,14","2,22","64,72","217,28","152,55"
2024-01-25 10:00:56,"36,80","21,57","2,80","70,17","253,33","183,16"
2024-01-25 11:00:56,"56,33","33,25","3,42","74,24","224,13","149,88"
2024-01-25 12:00:56,"53,98","36,83","4,06","72,64","157,05","84,41"
2024-01-25 13:00:56,"42,73","25,54","3,80","58,76","96,99","38,22"
2024-01-25 14:00:56,"29,59","16,61","3,97","37,88","60,04","22,16"
2024-01-25 15:00:56,"20,28","15,13","2,93","28,86","44,69","15,83"
2024-01-25 16:00:56,"21,05","12,01","2,91","33,09","50,37","17,28"
2024-01-25 17:00:56,"19,23","11,24","2,80","41,07","56,44","15,36"
2024-01-25 18:00:56,"15,11","12,14","3,65","52,81","70,04","17,23"
2024-01-25 19:00:56,"30,19","12,25","4,74","59,95","88,45","28,51"
2024-01-25 20:00:56,"32,16","13,93","4,94","66,84","96,11","29,27"
2024-01-25 21:00:56,"23,08","22,75","5,94","72,07","102,71","30,64"
2024-01-25 22:00:56,"37,53","21,44","6,77","72,10","104,27","32,17"
2024-01-25 23:00:56,"39,89","24,69","6,90","71,97","106,39","34,42"
2024-01-26 00:00:56,"33,68","28,87","8,51","58,25","74,69","16,43"
2024-01-26 01:00:56,"27,14","23,29","7,96","50,85","60,64","9,79"
2024-01-26 02:00:56,"25,31","21,98","8,75","51,66","59,86","8,20"
2024-01-26 03:00:56,"25,06","18,70","7,97","51,72","60,30","8,59"
2024-01-26 04:00:56,"19,46","16,75","7,13","43,01","48,98","5,97"
2024-01-26 05:00:56,"19,50","13,59","7,44","43,58","50,35","6,77"
2024-01-26 06:00:56,"19,93","16,30","5,54","46,24","54,44","8,19"
2024-01-26 07:00:56,"18,31","17,58","6,25","41,88","48,90","7,02"
2024-01-26 08:00:56,"23,32","14,76","6,35","54,35","98,41","44,06"
2024-01-26 09:00:56,"37,89","28,13","6,87","57,14","90,65","33,51"
2024-01-26 10:00:56,"44,76","28,00","7,01","58,02","103,44","45,42"
2024-01-26 11:00:56,"34,68","31,99","7,39","48,70","72,33","23,63"
2024-01-26 12:00:56,"28,73","25,58","7,04","45,00","67,88","22,89"
2024-01-26 13:00:56,"24,10","20,75","7,50","44,51","71,41","26,90"
2024-01-26 14:00:56,"35,32","29,70","7,83","39,33","61,02","21,69"
2024-01-26 15:00:56,"32,03","28,12","7,52","33,41","50,00","16,59"
2024-01-26 16:00:56,"21,78","18,47","7,04","31,82","47,36","15,53"
2024-01-26 17:00:56,"18,28","15,88","6,28","37,33","53,53","16,20"
2024-01-26 18:00:56,"18,90","11,58","5,64","53,58","75,25","21,68"
2024-01-26 19:00:56,"16,60","16,40","4,85","69,88","101,51","31,64"
2024-01-26 20:00:56,"20,52","15,32","4,78","69,10","103,35","34,25"
2024-01-26 21:00:56,"18,33","18,01","3,81","65,39","88,76","23,38"
2024-01-26 22:00:56,"15,13","15,11","4,00","57,47","73,79","16,32"
2024-01-26 23:00:56,"15,13","13,78","3,48","49,25","62,85","13,60"
2024-01-27 00:00:56,"21,32","15,80","3,21","56,26","70,74","14,49"
2024-01-27 01:00:56,"20,21","15,29","2,69","49,91","61,12","11,22"
2024-01-27 02:00:56,"21,08","12,32","2,25","49,68","60,86","11,18"
2024-01-27 03:00:56,"19,17","11,28","2,14","39,64","47,24","7,60"
2024-01-27 04:00:56,"19,71","9,20","2,28","34,43","41,57","7,14"
2024-01-27 05:00:56,"22,85","9,68","2,33","36,95","43,49","6,54"
2024-01-27 06:00:56,"19,51","9,07","2,31","21,13","27,14","6,00"
2024-01-27 07:00:56,"15,77","6,00","2,01","41,72","49,29","7,57"
2024-01-27 08:00:56,"26,92","4,98","1,86","59,56","79,91","20,35"
2024-01-27 09:00:56,"23,70","8,08","2,02","63,21","100,41","37,20"
2024-01-27 10:00:56,"20,21","9,97","2,79","50,47","74,63","24,16"
2024-01-27 11:00:56,"15,11","7,78","4,12","31,36","52,20","20,84"
2024-01-27 12:00:56,"12,16","5,70","4,56","30,77","50,61","19,84"
2024-01-27 13:00:56,"11,22","4,28","5,07","29,28","46,38","17,10"
2024-01-27 14:00:56,"10,08","3,51","4,18","22,13","37,60","15,47"
2024-01-27 15:00:56,"22,41","7,54","3,35","28,11","42,84","14,73"
2024-01-27 16:00:56,"19,71","7,91","2,75","30,35","43,88","13,54"
2024-01-27 17:00:56,"14,02","7,43","3,95","38,16","53,44","15,28"
2024-01-27 18:00:56,"9,69","6,49","3,26","42,89","59,14","16,25"
2024-01-27 19:00:56,"10,74","4,20","4,17","58,25","78,64","20,40"
2024-01-27 20:00:56,"19,11","5,91","3,86","58,05","78,07","20,02"
2024-01-27 21:00:56,"24,31","8,47","3,32","69,06","94,75","25,70"
2024-01-27 22:00:56,"27,54","9,12","3,95","67,85","90,41","22,55"
2024-01-27 23:00:56,"21,40","12,25","3,30","61,97","81,38","19,41"
2024-01-28 00:00:56,"22,53","15,83","3,48","64,82","80,94","16,12"
2024-01-28 01:00:56,"20,77","12,95","2,68","68,06","87,39","19,32"
2024-01-28 02:00:56,"23,83","12,60","2,90","57,02","68,43","11,41"
2024-01-28 03:00:56,"20,13","12,60","3,36","64,61","79,93","15,32"
2024-01-28 04:00:56,"13,60","11,20","4,68","48,89","57,90","9,01"
2024-01-28 05:00:56,"12,23","9,30","5,56","46,80","54,57","7,76"
2024-01-28 06:00:56,"11,61","10,01","5,47","51,11","59,17","8,06"
2024-01-28 07:00:56,"16,60","10,88","6,26","30,19","35,65","5,45"
2024-01-28 08:00:56,"17,27","16,74","4,58","47,29","55,54","8,25"
2024-01-28 09:00:56,"19,07","15,50","4,61","41,74","49,88","8,14"
2024-01-28 10:00:56,"13,51","12,09","3,71","44,33","56,91","12,58"
2024-01-28 11:00:56,"13,16","9,55","3,35","41,01","52,41","11,40"
2024-01-28 12:00:56,"10,45","8,64","3,32","35,35","46,52","11,17"
2024-01-28 13:00:56,"9,34","6,77","3,87","31,89","52,52","20,63"
2024-01-28 14:00:56,"10,86","8,44","4,22","32,25","46,49","14,23"
2024-01-28 15:00:56,"10,23","8,39","4,58","32,46","46,35","13,89"
2024-01-28 16:00:56,"7,50","5,78","4,66","32,29","43,55","11,26"
2024-01-28 17:00:56,"8,22","5,14","4,19","37,81","53,47","15,66"
2024-01-28 18:00:56,"10,54","4,53","3,79","35,45","48,31","12,87"
2024-01-28 19:00:56,"13,95","10,36","2,74","46,07","60,07","14,00"
2024-01-28 20:00:56,"12,58","10,71","2,98","54,19","68,74","14,55"
2024-01-28 21:00:56,"13,60","9,60","3,01","34,17","44,19","10,02"
2024-01-28 22:00:56,"13,41","8,79","3,35","25,95","34,03","8,09"
2024-01-28 23:00:56,"11,29","9,77","3,11","31,48","40,79","9,31"
2024-01-29 00:00:56,"19,68","19,02","3,53","27,39","34,13","6,74"
2024-01-29 01:00:56,"24,39","17,69","2,67","19,88","26,07","6,19"
2024-01-29 02:00:56,"23,17","9,76","2,78","15,94","21,78","5,84"
2024-01-29 03:00:56,"14,86","10,61","2,22","16,45","21,82","5,37"
2024-01-29 04:00:56,"9,42","9,33","2,29","20,79","25,38","4,59"
2024-01-29 05:00:56,"7,01","6,15","1,98","19,22","24,01","4,79"
2024-01-29 06:00:56,"7,09","4,74","1,95","20,14","25,20","5,06"
2024-01-29 07:00:56,"8,48","3,31","1,77","32,22","40,47","8,25"
2024-01-29 08:00:56,"6,68","4,24","1,69","55,14","74,29","19,16"
